ID,Group,Input Ingredients,Output Item
quark:paper_wall_sakura,quark:paper_wall_sakura,"quark:paper_wall_big
ore:treeSapling",quark:paper_wall_sakura
nuclearcraft:item.quark:pirate_hat,nuclearcraft:item.quark:pirate_hat,"quark:pirate_hat
nuclearcraft:rad_shielding",quark:pirate_hat {ncRadiationResistance:0.01d}
nuclearcraft:item.quark:pirate_hat_1,nuclearcraft:item.quark:pirate_hat_1,"quark:pirate_hat
nuclearcraft:rad_shielding:1",quark:pirate_hat {ncRadiationResistance:0.1d}
nuclearcraft:item.quark:pirate_hat_2,nuclearcraft:item.quark:pirate_hat_2,"quark:pirate_hat
nuclearcraft:rad_shielding:2",quark:pirate_hat {ncRadiationResistance:1.0d}
quark:quilted_wool_16,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeWhite",quark:quilted_wool
quark:quilted_wool_17,quark:quilted_wool,"ore:dyeWhite
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool x8
quark:quilted_wool_18,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeOrange",quark:quilted_wool:1
quark:quilted_wool_19,quark:quilted_wool,"ore:dyeOrange
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:1 x8
quark:quilted_wool_36,quark:quilted_wool,"quark:quilted_wool:*
ore:dyePurple",quark:quilted_wool:10
quark:quilted_wool_37,quark:quilted_wool,"ore:dyePurple
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:10 x8
quark:quilted_wool_38,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeBlue",quark:quilted_wool:11
quark:quilted_wool_39,quark:quilted_wool,"ore:dyeBlue
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:11 x8
quark:quilted_wool_40,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeBrown",quark:quilted_wool:12
quark:quilted_wool_41,quark:quilted_wool,"ore:dyeBrown
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:12 x8
quark:quilted_wool_42,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeGreen",quark:quilted_wool:13
quark:quilted_wool_43,quark:quilted_wool,"ore:dyeGreen
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:13 x8
quark:quilted_wool_44,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeRed",quark:quilted_wool:14
quark:quilted_wool_45,quark:quilted_wool,"ore:dyeRed
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:14 x8
quark:quilted_wool_46,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeBlack",quark:quilted_wool:15
quark:quilted_wool_47,quark:quilted_wool,"ore:dyeBlack
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:15 x8
quark:quilted_wool_20,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeMagenta",quark:quilted_wool:2
quark:quilted_wool_21,quark:quilted_wool,"ore:dyeMagenta
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:2 x8
quark:quilted_wool_22,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeLightBlue",quark:quilted_wool:3
quark:quilted_wool_23,quark:quilted_wool,"ore:dyeLightBlue
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:3 x8
quark:quilted_wool_24,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeYellow",quark:quilted_wool:4
quark:quilted_wool_25,quark:quilted_wool,"ore:dyeYellow
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:4 x8
quark:quilted_wool_26,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeLime",quark:quilted_wool:5
quark:quilted_wool_27,quark:quilted_wool,"ore:dyeLime
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:5 x8
quark:quilted_wool_28,quark:quilted_wool,"quark:quilted_wool:*
ore:dyePink",quark:quilted_wool:6
quark:quilted_wool_29,quark:quilted_wool,"ore:dyePink
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:6 x8
quark:quilted_wool_30,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeGray",quark:quilted_wool:7
quark:quilted_wool_31,quark:quilted_wool,"ore:dyeGray
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:7 x8
quark:quilted_wool_32,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeLightGray",quark:quilted_wool:8
quark:quilted_wool_33,quark:quilted_wool,"ore:dyeLightGray
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:8 x8
quark:quilted_wool_34,quark:quilted_wool,"quark:quilted_wool:*
ore:dyeCyan",quark:quilted_wool:9
quark:quilted_wool_35,quark:quilted_wool,"ore:dyeCyan
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*
quark:quilted_wool:*",quark:quilted_wool:9 x8
quark:root_dye,quark:root_dye,quark:root_flower,quark:root_dye
quark:root_dye_1,quark:root_dye,quark:root_flower:1,quark:root_dye:1
quark:root_dye_2,quark:root_dye,quark:root_flower:2,quark:root_dye:2
quark:sandy_bricks,quark:sandy_bricks,"minecraft:brick_block
minecraft:sand",quark:sandy_bricks
quark:soul_powder,quark:soul_powder,"quark:soul_bead
minecraft:soul_sand
minecraft:soul_sand
minecraft:soul_sand",quark:soul_powder
quark:spruce_button,quark:spruce_button,minecraft:planks:1,quark:spruce_button
nuclearcraft:item.quark:witch_hat,nuclearcraft:item.quark:witch_hat,"quark:witch_hat
nuclearcraft:rad_shielding",quark:witch_hat {ncRadiationResistance:0.01d}
nuclearcraft:item.quark:witch_hat_1,nuclearcraft:item.quark:witch_hat_1,"quark:witch_hat
nuclearcraft:rad_shielding:1",quark:witch_hat {ncRadiationResistance:0.1d}
nuclearcraft:item.quark:witch_hat_2,nuclearcraft:item.quark:witch_hat_2,"quark:witch_hat
nuclearcraft:rad_shielding:2",quark:witch_hat {ncRadiationResistance:1.0d}
railcraft:actuator#1$3,railcraft:crafting,"railcraft:actuator
railcraft:circuit:1",railcraft:actuator:1
railcraft:actuator#2$1,railcraft:crafting,"railcraft:actuator:1
railcraft:detector:13",railcraft:actuator:2
nuclearcraft:item.railcraft.armor.boots.steel,nuclearcraft:item.railcraft.armor.boots.steel,"railcraft:armor_boots_steel
nuclearcraft:rad_shielding",railcraft:armor_boots_steel {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.boots.steel_1,nuclearcraft:item.railcraft.armor.boots.steel_1,"railcraft:armor_boots_steel
nuclearcraft:rad_shielding:1",railcraft:armor_boots_steel {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.boots.steel_2,nuclearcraft:item.railcraft.armor.boots.steel_2,"railcraft:armor_boots_steel
nuclearcraft:rad_shielding:2",railcraft:armor_boots_steel {ncRadiationResistance:1.0d}
nuclearcraft:item.railcraft.armor.chestplate.steel,nuclearcraft:item.railcraft.armor.chestplate.steel,"railcraft:armor_chestplate_steel
nuclearcraft:rad_shielding",railcraft:armor_chestplate_steel {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.chestplate.steel_1,nuclearcraft:item.railcraft.armor.chestplate.steel_1,"railcraft:armor_chestplate_steel
nuclearcraft:rad_shielding:1",railcraft:armor_chestplate_steel {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.chestplate.steel_2,nuclearcraft:item.railcraft.armor.chestplate.steel_2,"railcraft:armor_chestplate_steel
nuclearcraft:rad_shielding:2",railcraft:armor_chestplate_steel {ncRadiationResistance:1.0d}
nuclearcraft:item.railcraft.armor.goggles,nuclearcraft:item.railcraft.armor.goggles,"railcraft:armor_goggles
nuclearcraft:rad_shielding",railcraft:armor_goggles {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.goggles_1,nuclearcraft:item.railcraft.armor.goggles_1,"railcraft:armor_goggles
nuclearcraft:rad_shielding:1",railcraft:armor_goggles {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.goggles_2,nuclearcraft:item.railcraft.armor.goggles_2,"railcraft:armor_goggles
nuclearcraft:rad_shielding:2",railcraft:armor_goggles {ncRadiationResistance:1.0d}
nuclearcraft:item.railcraft.armor.helmet.steel,nuclearcraft:item.railcraft.armor.helmet.steel,"railcraft:armor_helmet_steel
nuclearcraft:rad_shielding",railcraft:armor_helmet_steel {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.helmet.steel_1,nuclearcraft:item.railcraft.armor.helmet.steel_1,"railcraft:armor_helmet_steel
nuclearcraft:rad_shielding:1",railcraft:armor_helmet_steel {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.helmet.steel_2,nuclearcraft:item.railcraft.armor.helmet.steel_2,"railcraft:armor_helmet_steel
nuclearcraft:rad_shielding:2",railcraft:armor_helmet_steel {ncRadiationResistance:1.0d}
nuclearcraft:item.railcraft.armor.leggings.steel,nuclearcraft:item.railcraft.armor.leggings.steel,"railcraft:armor_leggings_steel
nuclearcraft:rad_shielding",railcraft:armor_leggings_steel {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.leggings.steel_1,nuclearcraft:item.railcraft.armor.leggings.steel_1,"railcraft:armor_leggings_steel
nuclearcraft:rad_shielding:1",railcraft:armor_leggings_steel {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.leggings.steel_2,nuclearcraft:item.railcraft.armor.leggings.steel_2,"railcraft:armor_leggings_steel
nuclearcraft:rad_shielding:2",railcraft:armor_leggings_steel {ncRadiationResistance:1.0d}
nuclearcraft:item.railcraft.armor.overalls,nuclearcraft:item.railcraft.armor.overalls,"railcraft:armor_overalls
nuclearcraft:rad_shielding",railcraft:armor_overalls {ncRadiationResistance:0.01d}
nuclearcraft:item.railcraft.armor.overalls_1,nuclearcraft:item.railcraft.armor.overalls_1,"railcraft:armor_overalls
nuclearcraft:rad_shielding:1",railcraft:armor_overalls {ncRadiationResistance:0.1d}
nuclearcraft:item.railcraft.armor.overalls_2,nuclearcraft:item.railcraft.armor.overalls_2,"railcraft:armor_overalls
nuclearcraft:rad_shielding:2",railcraft:armor_overalls {ncRadiationResistance:1.0d}
railcraft:brick_abyssal#0$1,railcraft:crafting,railcraft:brick_abyssal:1,railcraft:brick_abyssal
railcraft:brick_abyssal#1$1,railcraft:crafting,railcraft:brick_abyssal:2,railcraft:brick_abyssal:1
railcraft:brick_abyssal#2$1,railcraft:crafting,railcraft:brick_abyssal,railcraft:brick_abyssal:2
railcraft:brick_abyssal#4$1,railcraft:crafting,"railcraft:brick_abyssal:2
minecraft:gunpowder",railcraft:brick_abyssal:4
railcraft:brick_andesite#0$1,railcraft:crafting,railcraft:brick_andesite:1,railcraft:brick_andesite
railcraft:brick_andesite#1$1,railcraft:crafting,minecraft:stone:6,railcraft:brick_andesite:1
railcraft:brick_andesite#4$1,railcraft:crafting,"minecraft:stone:6
minecraft:gunpowder",railcraft:brick_andesite:4
railcraft:brick_bleachedbone#0$1,railcraft:crafting,railcraft:brick_bleachedbone:1,railcraft:brick_bleachedbone
railcraft:brick_bleachedbone#1$1,railcraft:crafting,railcraft:brick_bleachedbone:2,railcraft:brick_bleachedbone:1
railcraft:brick_bleachedbone#2$1,railcraft:crafting,railcraft:brick_bleachedbone,railcraft:brick_bleachedbone:2
railcraft:brick_bleachedbone#4$1,railcraft:crafting,"railcraft:brick_bleachedbone:2
minecraft:gunpowder",railcraft:brick_bleachedbone:4
railcraft:brick_bloodstained#0$1,railcraft:crafting,railcraft:brick_bloodstained:1,railcraft:brick_bloodstained
railcraft:brick_bloodstained#1$1,railcraft:crafting,railcraft:brick_bloodstained:2,railcraft:brick_bloodstained:1
railcraft:brick_bloodstained#2$1,railcraft:crafting,railcraft:brick_bloodstained,railcraft:brick_bloodstained:2
railcraft:brick_bloodstained#2$2,railcraft:crafting,"minecraft:sandstone:2
minecraft:rotten_flesh",railcraft:brick_bloodstained:2
railcraft:brick_bloodstained#2$3,railcraft:crafting,"minecraft:sandstone:2
minecraft:beef",railcraft:brick_bloodstained:2
railcraft:brick_bloodstained#4$1,railcraft:crafting,"railcraft:brick_bloodstained:2
minecraft:gunpowder",railcraft:brick_bloodstained:4
railcraft:brick_diorite#0$1,railcraft:crafting,railcraft:brick_diorite:1,railcraft:brick_diorite
railcraft:brick_diorite#1$1,railcraft:crafting,minecraft:stone:4,railcraft:brick_diorite:1
railcraft:brick_diorite#4$1,railcraft:crafting,"minecraft:stone:4
minecraft:gunpowder",railcraft:brick_diorite:4
railcraft:brick_frostbound#0$1,railcraft:crafting,railcraft:brick_frostbound:1,railcraft:brick_frostbound
railcraft:brick_frostbound#1$1,railcraft:crafting,railcraft:brick_frostbound:2,railcraft:brick_frostbound:1
railcraft:brick_frostbound#2$1,railcraft:crafting,railcraft:brick_frostbound,railcraft:brick_frostbound:2
railcraft:brick_frostbound#4$1,railcraft:crafting,"railcraft:brick_frostbound:2
minecraft:gunpowder",railcraft:brick_frostbound:4
railcraft:brick_granite#0$1,railcraft:crafting,railcraft:brick_granite:1,railcraft:brick_granite
railcraft:brick_granite#1$1,railcraft:crafting,minecraft:stone:2,railcraft:brick_granite:1
railcraft:brick_granite#4$1,railcraft:crafting,"minecraft:stone:2
minecraft:gunpowder",railcraft:brick_granite:4
railcraft:brick_infernal#0$1,railcraft:crafting,railcraft:brick_infernal:1,railcraft:brick_infernal
railcraft:brick_infernal#1$1,railcraft:crafting,railcraft:brick_infernal:2,railcraft:brick_infernal:1
railcraft:brick_infernal#2$1,railcraft:crafting,railcraft:brick_infernal,railcraft:brick_infernal:2
railcraft:brick_infernal#4$1,railcraft:crafting,"railcraft:brick_infernal:2
minecraft:gunpowder",railcraft:brick_infernal:4
railcraft:brick_nether#1$1,railcraft:crafting,railcraft:brick_nether:2,railcraft:brick_nether:1
railcraft:brick_nether#2$1,railcraft:crafting,minecraft:nether_brick,railcraft:brick_nether:2
railcraft:brick_nether#4$1,railcraft:crafting,"railcraft:brick_nether:2
minecraft:gunpowder",railcraft:brick_nether:4
railcraft:brick_pearlized#0$1,railcraft:crafting,railcraft:brick_pearlized:1,railcraft:brick_pearlized
railcraft:brick_pearlized#1$1,railcraft:crafting,railcraft:brick_pearlized:2,railcraft:brick_pearlized:1
railcraft:brick_pearlized#2$1,railcraft:crafting,railcraft:brick_pearlized,railcraft:brick_pearlized:2
railcraft:brick_pearlized#4$1,railcraft:crafting,"railcraft:brick_pearlized:2
minecraft:gunpowder",railcraft:brick_pearlized:4
railcraft:brick_quarried#0$1,railcraft:crafting,railcraft:brick_quarried:1,railcraft:brick_quarried
railcraft:brick_quarried#1$1,railcraft:crafting,railcraft:brick_quarried:2,railcraft:brick_quarried:1
railcraft:brick_quarried#2$1,railcraft:crafting,railcraft:brick_quarried,railcraft:brick_quarried:2
railcraft:brick_quarried#4$1,railcraft:crafting,"railcraft:brick_quarried:2
minecraft:gunpowder",railcraft:brick_quarried:4
railcraft:brick_red_nether#1$1,railcraft:crafting,railcraft:brick_red_nether:2,railcraft:brick_red_nether:1
railcraft:brick_red_nether#2$1,railcraft:crafting,minecraft:red_nether_brick,railcraft:brick_red_nether:2
railcraft:brick_red_nether#4$1,railcraft:crafting,"railcraft:brick_red_nether:2
minecraft:gunpowder",railcraft:brick_red_nether:4
railcraft:brick_red_sandy#0$1,railcraft:crafting,railcraft:brick_red_sandy:1,railcraft:brick_red_sandy
